filename,split,angle_bin,offset_bin,stratum,delta_theta_deg,delta_rho_px,delta_rho_norm,iou,latency_ms,failed
c19-converted.mp4-00.03.20.301-00.05.47.074_50.jpg,train,flat,mid,flat_mid,0.6995,8.7569,0.018244,0.9534,3.422,0
c19-converted.mp4-00.03.20.301-00.05.47.074_60.jpg,train,flat,mid,flat_mid,0.8634,6.0372,0.012577,0.9539,3.538,0
c19-converted.mp4-00.03.20.301-00.05.47.074_70.jpg,train,flat,mid,flat_mid,0.4194,15.5245,0.032343,0.9391,3.621,0
c19-converted.mp4-00.03.20.301-00.05.47.074_90.jpg,train,flat,mid,flat_mid,2.0519,22.6171,0.047119,0.8835,3.546,0
c2-converted.mp4-00.04.12.298-00.06.07.792_0.jpg,train,flat,mid,flat_mid,1.2121,7.5177,0.015662,0.9173,3.929,0
c2-converted.mp4-00.04.12.298-00.06.07.792_10.jpg,train,flat,mid,flat_mid,1.1587,20.6621,0.043046,0.0000,3.664,0
c2-converted.mp4-00.04.12.298-00.06.07.792_100.jpg,train,flat,mid,flat_mid,0.3378,14.5638,0.030341,0.0000,3.587,0
c2-converted.mp4-00.04.12.298-00.06.07.792_120.jpg,train,flat,mid,flat_mid,0.4649,6.6328,0.013818,0.9572,3.527,0
c2-converted.mp4-00.04.12.298-00.06.07.792_160.jpg,train,flat,mid,flat_mid,1.9166,19.1957,0.039991,0.0000,3.769,0
c2-converted.mp4-00.06.23.052-00.06.50.427_10.jpg,train,flat,mid,flat_mid,0.7329,16.5884,0.034559,0.0000,3.752,0
c2-converted.mp4-00.06.23.052-00.06.50.427_30.jpg,train,flat,mid,flat_mid,1.3633,2.5250,0.005260,0.9509,3.623,0
c2-converted.mp4-00.06.51.725-00.07.57.470_0.jpg,train,flat,mid,flat_mid,0.4996,8.7708,0.018273,0.9657,3.620,0
c2-converted.mp4-00.06.51.725-00.07.57.470_10.jpg,train,flat,mid,flat_mid,0.8971,6.9913,0.014565,0.9581,3.559,0
c20-converted.mp4-00.05.51.134-00.10.32.300_0.jpg,train,flat,mid,flat_mid,0.6416,16.5185,0.034414,0.9419,3.613,0
